Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
67990	0.06	-0.19	0	-51.506	-18480	12.966	-0.03	-0.3	39.765	591.92	12.965	0.331	4.3	2.8459	32.97	0.02	-0.012	0	-0.0787	36.6	0.03	0.02	0	0.232	1.9	238.87	0.023	5	85.3961	20201.6
67995	0.05	-0.2	0	-51.506	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.332	4.3	2.8464	32.98	0.01	-0.012	0	-0.0787	36.6	0.03	0.02	0	0.2321	1.9	239.02	0.023	5	85.3961	20201.6
68000	0.06	-0.2	0	-51.507	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.332	4.3	2.8468	32.98	0.01	-0.013	0	-0.0787	36.6	0.03	0.02	0	0.2321	1.9	238.58	0.023	5	85.3962	20201.6
68005	0.05	-0.19	0	-51.507	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.331	4.3	2.8473	32.99	0.02	-0.012	0	-0.0787	36.6	0.03	0.02	0	0.2321	1.9	238.84	0.023	5	85.3962	20201.6
68010	0.06	-0.19	0	-51.507	-18480	12.966	-0.03	-0.4	39.765	591.91	12.965	0.332	4.3	2.8477	33	0.02	-0.012	0	-0.0787	36.6	0.03	0.02	0	0.2322	1.9	239.03	0.023	5	85.3962	20201.6
68015	0.05	-0.19	0	-51.507	-18480	12.965	-0.02	-0.3	39.765	591.91	12.965	0.338	4.4	2.8482	33	0.02	-0.012	0	-0.0788	36.6	0.03	0.02	0	0.2322	1.9	238.8	0.023	5	85.3963	20201.6
68020	0.06	-0.19	0	-51.508	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.33	4.3	2.8487	33.01	0.02	-0.012	0	-0.0788	36.6	0.04	0.02	0	0.2322	1.9	238.78	0.023	5	85.3963	20201.7
68025	0.05	-0.19	0	-51.508	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.331	4.3	2.8491	33.01	0.02	-0.012	0	-0.0788	36.6	0.03	0.02	0	0.2322	1.9	238.94	0.023	5	85.3963	20201.7
68030	0.06	-0.19	0	-51.508	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.331	4.3	2.8496	33.02	0.02	-0.012	0	-0.0788	36.6	0.03	0.02	0	0.2323	1.9	239.04	0.023	5	85.3964	20201.7
68035	0.05	-0.19	0	-51.508	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.331	4.3	2.85	33.03	0.02	-0.012	0	-0.0788	36.6	0.03	0.02	0	0.2323	1.9	238.93	0.023	5	85.3964	20201.7
68040	0.05	-0.19	0	-51.509	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.333	4.3	2.8505	33.03	0.02	-0.012	0	-0.0788	36.6	0.03	0.02	0	0.2323	1.9	238.7	0.023	5	85.3964	20201.7
68045	0.06	-0.19	0	-51.509	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.332	4.3	2.851	33.04	0.02	-0.012	0	-0.0789	36.6	0.03	0.02	0	0.2324	1.9	238.67	0.023	5	85.3965	20201.7
68050	0.05	-0.19	0	-51.509	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.332	4.3	2.8514	33.04	0.02	-0.012	0	-0.0789	36.6	0.03	0.02	0	0.2324	1.9	238.81	0.023	5	85.3965	20201.7
68055	0.06	-0.19	0	-51.509	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.331	4.3	2.8519	33.05	0.02	-0.012	0	-0.0789	36.6	0.03	0.02	0	0.2324	1.9	238.66	0.023	5	85.3965	20201.7
68060	0.05	-0.19	0	-51.51	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.331	4.3	2.8523	33.06	0.02	-0.012	0	-0.0789	36.6	0.04	0.02	0	0.2324	1.9	238.96	0.023	5	85.3966	20201.7
68065	0.05	-0.19	0	-51.51	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.332	4.3	2.8528	33.06	0.02	-0.012	0	-0.0789	36.6	0.04	0.02	0	0.2325	1.9	238.88	0.023	5	85.3966	20201.7
68070	0.05	-0.19	0	-51.51	-18480	12.966	-0.03	-0.3	39.765	591.91	12.964	0.355	4.6	2.8533	33.07	0.01	-0.012	0	-0.0789	36.6	0.04	0.02	0	0.2325	1.9	238.81	0.023	5	85.3966	20201.7
68075	0.05	-0.19	0	-51.511	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.332	4.3	2.8537	33.07	0.02	-0.012	0	-0.079	36.6	0.03	0.02	0	0.2325	1.9	238.76	0.023	5	85.3967	20201.7
68080	0.05	-0.19	0	-51.511	-18480	12.966	-0.03	-0.3	39.765	591.91	12.965	0.332	4.3	2.8542	33.08	0.01	-0.012	0	-0.079	36.6	0.03	0.02	0	0.2325	1.9	238.81	0.023	5	85.3967	20201.7
68085	0.05	-0.19	0	-51.511	-18480	12.966	-0.03	-0.4	39.765	591.91	12.965	0.331	4.3	2.8547	33.09	0.01	-0.012	0	-0.079	36.6	0.04	0.02	0	0.2326	1.9	239.05	0.023	5	85.3967	20201.7
68090	0.06	-0.2	0	-51.511	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.332	4.3	2.8551	33.09	0.01	-0.012	0	-0.079	36.6	0.03	0.02	0	0.2326	1.9	239	0.023	5	85.3968	20201.8
68095	0.06	-0.2	0	-51.512	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.331	4.3	2.8556	33.1	0.01	-0.012	0	-0.079	36.6	0.04	0.02	0	0.2326	1.9	238.97	0.023	5	85.3968	20201.8
68100	0.05	-0.19	0	-51.512	-18480	12.966	-0.02	-0.3	39.765	591.91	12.965	0.331	4.3	2.856	33.1	0.02	-0.012	0	-0.0791	36.6	0.04	0.02	0	0.2327	1.9	239	0.023	5	85.3968	20201.8
68105	0.06	-0.2	0	-51.512	-18480	12.965	-0.02	-0.3	39.765	591.9	12.965	0.332	4.3	2.8565	33.11	0.01	-0.012	0	-0.0791	36.6	0.04	0.02	0	0.2327	1.9	239.02	0.023	5	85.3969	20201.8
68110	0.06	-0.19	0	-51.512	-18480	12.966	-0.02	-0.3	39.765	591.9	12.965	0.331	4.3	2.857	33.12	0.01	-0.012	0	-0.0791	36.6	0.04	0.02	0	0.2327	1.9	238.75	0.023	5	85.3969	20201.8
68115	0.05	-0.2	0	-51.513	-18480	12.966	-0.03	-0.3	39.765	591.9	12.965	0.332	4.3	2.8574	33.12	0.01	-0.012	0	-0.0791	36.6	0.04	0.02	0	0.2327	1.9	238.66	0.023	5	85.3969	20201.8
68120	0.05	-0.2	0	-51.513	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.332	4.3	2.8579	33.13	0.01	-0.012	0	-0.0791	36.6	0.04	0.02	0	0.2328	1.9	238.77	0.023	5	85.3969	20201.8
68125	0.05	-0.19	0	-51.513	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.332	4.3	2.8583	33.13	0.01	-0.012	0	-0.0791	36.6	0.03	0.02	0	0.2328	1.9	238.9	0.023	5	85.397	20201.8
68130	0.06	-0.19	0	-51.514	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.332	4.3	2.8588	33.14	0.01	-0.012	0	-0.0792	36.6	0.04	0.02	0	0.2328	1.9	238.77	0.023	5	85.397	20201.8
68135	0.05	-0.19	0	-51.514	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.331	4.3	2.8593	33.15	0.01	-0.012	0	-0.0792	36.6	0.03	0.02	0	0.2329	1.9	238.62	0.023	5	85.397	20201.8
68140	0.05	-0.2	0	-51.514	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.332	4.3	2.8597	33.15	0.01	-0.012	0	-0.0792	36.6	0.03	0.02	0	0.2329	1.9	238.73	0.023	5	85.3971	20201.8
68145	0.06	-0.19	0	-51.514	-18480	12.965	-0.03	-0.3	39.764	591.9	12.965	0.332	4.3	2.8602	33.16	0.01	-0.012	0	-0.0792	36.6	0.03	0.02	0	0.2329	1.9	238.87	0.023	5	85.3971	20201.8
68150	0.05	-0.2	0	-51.515	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.332	4.3	2.8606	33.16	0.01	-0.012	0	-0.0792	36.6	0.03	0.02	0	0.2329	1.9	238.67	0.023	5	85.3971	20201.8
68155	0.06	-0.19	0	-51.515	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.332	4.3	2.8611	33.17	0.01	-0.012	0	-0.0792	36.6	0.03	0.02	0	0.233	1.9	238.59	0.023	5	85.3972	20201.8
68160	0.05	-0.2	0	-51.515	-18480	12.965	-0.02	-0.3	39.764	591.9	12.965	0.331	4.3	2.8616	33.18	0.01	-0.012	0	-0.0793	36.6	0.03	0.02	0	0.233	1.9	238.92	0.023	5	85.3972	20201.8
68165	0.05	-0.2	0	-51.515	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.332	4.3	2.862	33.18	0.02	-0.012	0	-0.0793	36.6	0.02	0.02	0	0.233	1.9	238.84	0.023	5	85.3972	20201.9
68170	0.05	-0.2	0	-51.516	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.333	4.3	2.8625	33.19	0.01	-0.012	0	-0.0793	36.6	0.02	0.02	0	0.233	1.9	238.75	0.023	5	85.3973	20201.9
68175	0.05	-0.2	0	-51.516	-18480	12.965	-0.02	-0.3	39.764	591.9	12.965	0.333	4.3	2.863	33.19	0.02	-0.012	0	-0.0793	36.6	0.03	0.02	0	0.2331	1.9	238.83	0.023	5	85.3973	20201.9
68180	0.06	-0.2	0	-51.516	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.333	4.3	2.8634	33.2	0.02	-0.012	0	-0.0793	36.6	0.03	0.02	0	0.2331	1.9	238.88	0.023	5	85.3973	20201.9
68185	0.05	-0.2	0	-51.517	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.332	4.3	2.8639	33.21	0.01	-0.012	0	-0.0793	36.6	0.03	0.02	0	0.2331	1.9	238.91	0.023	5	85.3974	20201.9
68190	0.05	-0.19	0	-51.517	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.332	4.3	2.8643	33.21	0.02	-0.012	0	-0.0794	36.6	0.03	0.02	0	0.2332	1.9	238.55	0.023	5	85.3974	20201.9
68195	0.05	-0.2	0	-51.517	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.332	4.3	2.8648	33.22	0.01	-0.012	0	-0.0794	36.6	0.03	0.02	0	0.2332	1.9	238.71	0.023	5	85.3974	20201.9
68200	0.05	-0.2	0	-51.517	-18480	12.966	-0.02	-0.3	39.764	591.9	12.965	0.332	4.3	2.8653	33.22	0.02	-0.012	0	-0.0794	36.6	0.03	0.02	0	0.2332	1.9	238.7	0.023	5	85.3975	20201.9
68205	0.05	-0.2	0	-51.518	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.331	4.3	2.8657	33.23	0.01	-0.012	0	-0.0794	36.6	0.03	0.02	0	0.2332	1.9	238.65	0.023	5	85.3975	20201.9
68210	0.05	-0.19	0	-51.518	-18480	12.966	-0.03	-0.3	39.764	591.9	12.965	0.331	4.3	2.8662	33.23	0.01	-0.012	0	-0.0794	36.6	0.03	0.02	0	0.2333	1.9	238.54	0.023	5	85.3975	20201.9
68215	0.05	-0.19	0	-51.518	-18480	12.966	-0.02	-0.3	39.764	591.89	12.965	0.332	4.3	2.8667	33.24	0.01	-0.012	0	-0.0794	36.6	0.03	0.02	0	0.2333	1.9	238.63	0.023	5	85.3976	20201.9
68220	0.05	-0.19	0	-51.518	-18480	12.966	-0.03	-0.3	39.764	591.89	12.965	0.331	4.3	2.8671	33.25	0.02	-0.012	0	-0.0795	36.6	0.03	0.02	0	0.2333	1.9	238.76	0.023	5	85.3976	20201.9
68225	0.05	-0.2	0	-51.519	-18480	12.966	-0.03	-0.3	39.764	591.89	12.965	0.333	4.3	2.8676	33.25	0.01	-0.012	0	-0.0795	36.6	0.03	0.02	0	0.2334	1.9	238.73	0.023	5	85.3976	20201.9
68230	0.05	-0.19	0	-51.519	-18480	12.965	-0.03	-0.3	39.764	591.89	12.965	0.341	4.4	2.868	33.26	0.01	-0.012	0	-0.0795	36.6	0.03	0.02	0	0.2334	1.9	238.49	0.023	5	85.3977	20201.9
68235	0.05	-0.19	0	-51.519	-18480	12.966	-0.03	-0.3	39.764	591.89	12.965	0.331	4.3	2.8685	33.26	0.01	-0.013	0	-0.0795	36.6	0.04	0.02	0	0.2334	1.9	238.57	0.023	5	85.3977	20201.9
68240	0.05	-0.19	0	-51.519	-18480	12.966	-0.03	-0.3	39.764	591.89	12.965	0.332	4.3	2.869	33.27	0.01	-0.013	0	-0.0795	36.6	0.03	0.02	0	0.2334	1.9	238.47	0.023	5	85.3977	20202
68245	0.05	-0.19	0	-51.52	-18480	12.966	-0.03	-0.4	39.764	591.89	12.965	0.332	4.3	2.8694	33.28	0.02	-0.012	0	-0.0795	36.6	0.04	0.02	0	0.2335	1.9	238.52	0.023	5	85.3978	20202
68250	0.05	-0.2	0	-51.52	-18480	12.966	-0.03	-0.4	39.764	591.89	12.965	0.331	4.3	2.8699	33.28	0.02	-0.012	0	-0.0796	36.6	0.04	0.02	0	0.2335	1.9	238.39	0.023	5	85.3978	20202
68255	0.05	-0.19	0	-51.52	-18480	12.966	-0.03	-0.4	39.764	591.89	12.965	0.333	4.3	2.8703	33.29	0.01	-0.012	0	-0.0796	36.6	0.04	0.02	0	0.2335	1.9	238.66	0.023	5	85.3978	20202
68260	0.06	-0.19	0	-51.521	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.332	4.3	2.8708	33.29	0.01	-0.012	0	-0.0796	36.6	0.03	0.02	0	0.2335	1.9	238.5	0.023	5	85.3978	20202
68265	0.05	-0.2	0	-51.521	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.333	4.3	2.8713	33.3	0.01	-0.012	0	-0.0796	36.6	0.03	0.02	0	0.2336	1.9	238.5	0.023	5	85.3979	20202
68270	0.06	-0.19	0	-51.521	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.333	4.3	2.8717	33.31	0.01	-0.012	0	-0.0796	36.6	0.03	0.02	0	0.2336	1.9	238.54	0.023	5	85.3979	20202
68275	0.05	-0.19	0	-51.521	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.332	4.3	2.8722	33.31	0.01	-0.012	0	-0.0797	36.6	0.03	0.02	0	0.2336	1.9	238.91	0.023	5	85.3979	20202
68280	0.05	-0.19	0	-51.522	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.333	4.3	2.8727	33.32	0.01	-0.012	0	-0.0797	36.6	0.03	0.02	0	0.2337	1.9	238.81	0.023	5	85.398	20202
68285	0.05	-0.19	0	-51.522	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.333	4.3	2.8731	33.32	0.01	-0.013	0	-0.0797	36.6	0.03	0.02	0	0.2337	1.9	238.73	0.023	5	85.398	20202
68290	0.05	-0.19	0	-51.522	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.333	4.3	2.8736	33.33	0.01	-0.012	0	-0.0797	36.6	0.04	0.02	0	0.2337	1.9	238.96	0.023	5	85.398	20202
68295	0.05	-0.19	0	-51.522	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.332	4.3	2.874	33.34	0.01	-0.012	0	-0.0797	36.6	0.03	0.02	0	0.2337	1.9	239	0.023	5	85.3981	20202
68300	0.05	-0.19	0	-51.523	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.333	4.3	2.8745	33.34	0.01	-0.012	0	-0.0797	36.6	0.03	0.02	0	0.2338	1.9	238.8	0.023	5	85.3981	20202
68305	0.05	-0.19	0	-51.523	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.333	4.3	2.875	33.35	0.01	-0.012	0	-0.0798	36.6	0.03	0.02	0	0.2338	1.9	238.53	0.023	5	85.3981	20202
68310	0.05	-0.2	0	-51.523	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.332	4.3	2.8754	33.35	0.01	-0.012	0	-0.0798	36.6	0.03	0.02	0	0.2338	1.9	238.82	0.023	5	85.3982	20202
68315	0.05	-0.19	0	-51.523	-18480	12.966	-0.03	-0.3	39.763	591.89	12.965	0.332	4.3	2.8759	33.36	0.01	-0.012	0	-0.0798	36.6	0.03	0.02	0	0.2339	1.9	238.95	0.023	5	85.3982	20202.1
68320	0.06	-0.19	0	-51.524	-18480	12.966	-0.03	-0.3	39.763	591.88	12.965	0.333	4.3	2.8764	33.37	0.02	-0.012	0	-0.0798	36.6	0.03	0.02	0	0.2339	1.9	238.84	0.023	5	85.3982	20202.1
68325	0.05	-0.19	0	-51.524	-18480	12.966	-0.02	-0.3	39.763	591.88	12.965	0.331	4.3	2.8768	33.37	0.02	-0.012	0	-0.0798	36.6	0.04	0.02	0	0.2339	1.9	238.72	0.023	5	85.3983	20202.1
68330	0.06	-0.2	0	-51.524	-18480	12.965	-0.03	-0.3	39.763	591.88	12.965	0.333	4.3	2.8773	33.38	0.02	-0.012	0	-0.0798	36.6	0.03	0.02	0	0.2339	1.9	239.18	0.024	5	85.3983	20202.1
68335	0.05	-0.2	0	-51.525	-18480	12.965	-0.03	-0.3	39.763	591.88	12.964	0.35	4.5	2.8777	33.38	0.01	-0.012	0	-0.0799	36.6	0.02	0.02	0	0.234	1.9	239.14	0.023	5	85.3983	20202.1
68340	0.05	-0.19	0	-51.525	-18480	12.966	-0.02	-0.3	39.763	591.88	12.965	0.333	4.3	2.8782	33.39	0.01	-0.012	0	-0.0799	36.6	0.02	0.02	0	0.234	1.9	238.95	0.023	5	85.3984	20202.1
68345	0.05	-0.19	0	-51.525	-18480	12.966	-0.02	-0.3	39.763	591.88	12.965	0.333	4.3	2.8787	33.4	0.02	-0.012	0	-0.0799	36.6	0.03	0.02	0	0.234	1.9	239.08	0.023	5	85.3984	20202.1
68350	0.06	-0.19	0	-51.525	-18480	12.965	-0.03	-0.3	39.763	591.88	12.965	0.333	4.3	2.8791	33.4	0.01	-0.012	0	-0.0799	36.6	0.03	0.02	0	0.2341	1.9	239.22	0.024	5	85.3984	20202.1
68355	0.06	-0.19	0	-51.526	-18480	12.966	-0.03	-0.3	39.763	591.88	12.965	0.333	4.3	2.8796	33.41	0.02	-0.012	0	-0.0799	36.6	0.03	0.02	0	0.2341	1.9	239.34	0.024	5	85.3985	20202.1
68360	0.06	-0.19	0	-51.526	-18480	12.965	-0.03	-0.3	39.763	591.88	12.965	0.333	4.3	2.8801	33.41	0.01	-0.012	0	-0.0799	36.6	0.04	0.02	0	0.2341	1.9	239.17	0.023	5	85.3985	20202.1
68365	0.05	-0.2	0	-51.526	-18480	12.965	-0.02	-0.3	39.763	591.88	12.965	0.333	4.3	2.8805	33.42	0.01	-0.012	0	-0.08	36.6	0.04	0.02	0	0.2341	1.9	239.37	0.023	5	85.3985	20202.1
68370	0.05	-0.19	0	-51.526	-18480	12.965	-0.03	-0.3	39.763	591.88	12.965	0.333	4.3	2.881	33.43	0.02	-0.012	0	-0.08	36.6	0.03	0.02	0	0.2342	1.9	239.41	0.024	5	85.3986	20202.1
68375	0.05	-0.19	0	-51.527	-18480	12.966	-0.02	-0.3	39.763	591.88	12.965	0.333	4.3	2.8815	33.43	0.02	-0.012	0	-0.08	36.6	0.03	0.02	0	0.2342	1.9	239.17	0.023	5	85.3986	20202.1
68380	0.05	-0.19	0	-51.527	-18480	12.965	-0.03	-0.3	39.763	591.88	12.965	0.333	4.3	2.8819	33.44	0.01	-0.012	0	-0.08	36.6	0.03	0.02	0	0.2342	1.9	238.93	0.023	5	85.3986	20202.1
68385	0.05	-0.19	0	-51.527	-18480	12.965	-0.03	-0.3	39.763	591.88	12.965	0.334	4.3	2.8824	33.44	0.02	-0.012	0	-0.08	36.6	0.03	0.02	0	0.2342	1.9	239.17	0.024	5	85.3987	20202.1
68390	0.05	-0.19	0	-51.528	-18480	12.965	-0.02	-0.3	39.763	591.88	12.964	0.36	4.7	2.8828	33.45	0.02	-0.012	0	-0.08	36.6	0.03	0.02	0	0.2343	1.9	239.06	0.023	5	85.3987	20202.2
68395	0.05	-0.19	0	-51.528	-18480	12.965	-0.03	-0.3	39.763	591.88	12.965	0.334	4.3	2.8833	33.46	0.02	-0.012	0	-0.0801	36.6	0.03	0.02	0	0.2343	1.9	239.23	0.024	5	85.3987	20202.2
68400	0.05	-0.19	0	-51.528	-18480	12.965	-0.03	-0.3	39.762	591.88	12.965	0.333	4.3	2.8838	33.46	0.01	-0.012	0	-0.0801	36.6	0.03	0.02	0	0.2343	1.9	238.89	0.023	5	85.3988	20202.2
68405	0.05	-0.19	0	-51.528	-18480	12.965	-0.03	-0.4	39.762	591.88	12.965	0.334	4.3	2.8842	33.47	0.02	-0.012	0	-0.0801	36.6	0.03	0.02	0	0.2344	1.9	239.11	0.023	5	85.3988	20202.2
68410	0.05	-0.19	0	-51.529	-18480	12.965	-0.03	-0.3	39.762	591.88	12.965	0.334	4.3	2.8847	33.47	0.01	-0.012	0	-0.0801	36.6	0.03	0.02	0	0.2344	1.9	239.14	0.023	5	85.3988	20202.2
68415	0.05	-0.19	0	-51.529	-18480	12.965	-0.02	-0.3	39.762	591.88	12.965	0.333	4.3	2.8852	33.48	0.02	-0.012	0	-0.0801	36.6	0.04	0.02	0	0.2344	1.9	239.02	0.023	5	85.3989	20202.2
68420	0.06	-0.19	0	-51.529	-18480	12.965	-0.03	-0.3	39.762	591.88	12.965	0.333	4.3	2.8856	33.49	0.01	-0.012	0	-0.0801	36.6	0.03	0.02	0	0.2344	1.9	238.8	0.023	5	85.3989	20202.2
68425	0.05	-0.19	0	-51.529	-18480	12.965	-0.03	-0.3	39.762	591.88	12.965	0.334	4.3	2.8861	33.49	0.02	-0.012	0	-0.0802	36.6	0.03	0.02	0	0.2345	1.9	239	0.023	5	85.3989	20202.2
68430	0.06	-0.19	0	-51.53	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.333	4.3	2.8866	33.5	0.02	-0.012	0	-0.0802	36.6	0.04	0.02	0	0.2345	1.9	239.26	0.023	5	85.399	20202.2
68435	0.06	-0.19	0	-51.53	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.334	4.3	2.887	33.51	0.02	-0.012	0	-0.0802	36.6	0.04	0.02	0	0.2345	1.9	238.99	0.023	5	85.399	20202.2
68440	0.06	-0.19	0	-51.53	-18480	12.964	-0.03	-0.3	39.762	591.87	12.964	0.373	4.8	2.8875	33.51	0.01	-0.012	0	-0.0802	36.6	0.04	0.02	0	0.2346	1.9	238.8	0.023	5	85.399	20202.2
68445	0.06	-0.19	0	-51.53	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.333	4.3	2.8879	33.52	0.02	-0.012	0	-0.0802	36.6	0.03	0.02	0	0.2346	1.9	239.14	0.023	5	85.3991	20202.2
68450	0.06	-0.19	0	-51.531	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.333	4.3	2.8884	33.52	0.02	-0.012	0	-0.0803	36.6	0.03	0.02	0	0.2346	1.9	239.48	0.024	5	85.3991	20202.2
68455	0.06	-0.19	0	-51.531	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.337	4.4	2.8889	33.53	0.02	-0.012	0	-0.0803	36.6	0.03	0.02	0	0.2346	1.9	239.37	0.024	5	85.3991	20202.2
68460	0.06	-0.19	0	-51.531	-18480	12.965	-0.02	-0.3	39.762	591.87	12.965	0.333	4.3	2.8893	33.54	0.01	-0.012	0	-0.0803	36.6	0.04	0.02	0	0.2347	1.9	239.2	0.023	5	85.3992	20202.2
68465	0.06	-0.19	0	-51.532	-18480	12.965	-0.02	-0.3	39.762	591.87	12.965	0.334	4.3	2.8898	33.54	0.02	-0.012	0	-0.0803	36.6	0.04	0.02	0	0.2347	1.9	240.02	0.024	5	85.3992	20202.3
68470	0.05	-0.19	0	-51.532	-18480	12.965	-0.02	-0.3	39.762	591.87	12.965	0.333	4.3	2.8903	33.55	0.01	-0.012	0	-0.0803	36.6	0.03	0.02	0	0.2347	1.9	240.11	0.024	5	85.3992	20202.3
68475	0.05	-0.2	0	-51.532	-18480	12.965	-0.02	-0.3	39.762	591.87	12.965	0.332	4.3	2.8907	33.55	0.02	-0.012	0	-0.0803	36.6	0.04	0.02	0	0.2347	1.9	239.88	0.024	5	85.3993	20202.3
68480	0.05	-0.19	0	-51.532	-18480	12.965	-0.02	-0.3	39.762	591.87	12.965	0.333	4.3	2.8912	33.56	0.01	-0.012	0	-0.0804	36.6	0.04	0.02	0	0.2348	1.9	239.83	0.024	5	85.3993	20202.3
68485	0.05	-0.19	0	-51.533	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.332	4.3	2.8917	33.57	0.01	-0.012	0	-0.0804	36.6	0.03	0.02	0	0.2348	1.9	240.06	0.024	5	85.3993	20202.3
68490	0.06	-0.19	0	-51.533	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.333	4.3	2.8921	33.57	0.01	-0.012	0	-0.0804	36.6	0.03	0.02	0	0.2348	1.9	240.04	0.024	5	85.3994	20202.3
68495	0.06	-0.19	0	-51.533	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.334	4.3	2.8926	33.58	0.02	-0.012	0	-0.0804	36.6	0.03	0.02	0	0.2349	1.9	239.97	0.024	5	85.3994	20202.3
68500	0.05	-0.19	0	-51.533	-18480	12.965	-0.02	-0.3	39.762	591.87	12.965	0.333	4.3	2.893	33.58	0.01	-0.012	0	-0.0804	36.6	0.03	0.02	0	0.2349	1.9	239.91	0.024	5	85.3994	20202.3
68505	0.05	-0.19	0	-51.534	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.333	4.3	2.8935	33.59	0.02	-0.012	0	-0.0804	36.6	0.03	0.02	0	0.2349	1.9	239.99	0.024	5	85.3995	20202.3
68510	0.06	-0.19	0	-51.534	-18480	12.965	-0.02	-0.3	39.762	591.87	12.965	0.332	4.3	2.894	33.6	0.02	-0.012	0	-0.0805	36.6	0.03	0.02	0	0.2349	1.9	239.94	0.024	5	85.3995	20202.3
68515	0.06	-0.19	0	-51.534	-18480	12.965	-0.03	-0.3	39.762	591.87	12.965	0.333	4.3	2.8944	33.6	0.02	-0.012	0	-0.0805	36.6	0.03	0.02	0	0.235	1.9	239.88	0.024	5	85.3995	20202.3
