Time[s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
24855	-0.02	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6366	-23.14	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	240.14	0.024	5	90.4333	21552.9
24860	-0.01	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6366	-23.15	-0.02	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	240.22	0.024	5	90.4334	21552.9
24865	-0.01	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6367	-23.15	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	240.17	0.024	5	90.4334	21552.9
24870	-0.01	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.043	-0.6	-1.6367	-23.15	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	239.99	0.024	5	90.4334	21552.9
24875	-0.01	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.021	-0.3	-1.6368	-23.15	-0.02	-0.004	0	1.0182	382.2	0.02	0.004	0	0.0419	11.2	240.18	0.024	5	90.4335	21553
24880	-0.01	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6369	-23.15	-0.03	-0.004	0	1.0182	382.2	0.02	0.004	0	0.0419	11.2	240.23	0.024	5	90.4335	21553
24885	-0.02	-0.08	0	-52.167	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6369	-23.15	-0.03	-0.004	0	1.0182	382.2	0.02	0.004	0	0.0419	11.2	240.26	0.024	5	90.4336	21553
24890	-0.02	-0.08	0	-52.167	-19465	12.931	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.637	-23.15	-0.02	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	239.91	0.024	5	90.4336	21553
24895	-0.01	-0.08	0	-52.167	-19465	12.931	0	0.1	36.532	513.1	12.929	-0.044	-0.6	-1.637	-23.15	-0.02	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	240.09	0.024	5	90.4336	21553
24900	-0.01	-0.08	0	-52.167	-19465	12.931	0	0.1	36.532	513.1	12.929	-0.044	-0.6	-1.6371	-23.15	-0.02	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	240.34	0.024	5	90.4337	21553
24905	-0.01	-0.08	0	-52.167	-19465	12.931	0	0.1	36.532	513.1	12.929	-0.044	-0.6	-1.6372	-23.15	-0.02	-0.004	0	1.0182	382.2	0.02	0.004	0	0.0419	11.2	240.12	0.024	5	90.4337	21553
24910	-0.01	-0.08	0	-52.167	-19465	12.93	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6372	-23.15	-0.03	-0.004	0	1.0182	382.2	0.02	0.004	0	0.0419	11.2	240.07	0.024	5	90.4337	21553
24915	-0.01	-0.08	0	-52.167	-19465	12.93	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6373	-23.15	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.042	11.2	240.25	0.024	5	90.4338	21553
24920	-0.01	-0.08	0	-52.167	-19465	12.93	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6373	-23.15	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.2	0.024	5	90.4338	21553
24925	-0.01	-0.08	0	-52.167	-19465	12.931	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6374	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.1	0.024	5	90.4338	21553
24930	-0.01	-0.08	0	-52.168	-19465	12.931	0	0	36.532	513.1	12.929	-0.036	-0.5	-1.6375	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	239.98	0.024	5	90.4339	21553
24935	-0.01	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6375	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.24	0.024	5	90.4339	21553
24940	-0.01	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6376	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.23	0.024	5	90.4339	21553
24945	-0.01	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6376	-23.16	-0.03	-0.004	0	1.0181	382.2	0.02	0.004	0	0.042	11.2	240.14	0.024	5	90.434	21553
24950	-0.01	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6377	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	239.99	0.024	5	90.434	21553.1
24955	-0.01	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6378	-23.16	-0.02	-0.004	0	1.0181	382.2	0	0.004	0	0.042	11.2	240.25	0.024	5	90.434	21553.1
24960	-0.02	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.928	-0.045	-0.6	-1.6378	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.21	0.024	5	90.4341	21553.1
24965	-0.01	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6379	-23.16	-0.02	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.11	0.024	5	90.4341	21553.1
24970	-0.01	-0.08	0	-52.168	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6379	-23.16	-0.03	-0.004	0	1.0181	382.2	0.02	0.004	0	0.042	11.2	240.18	0.024	5	90.4341	21553.1
24975	-0.02	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.638	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.28	0.024	5	90.4342	21553.1
24980	-0.02	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.928	-0.034	-0.4	-1.6381	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.23	0.024	5	90.4342	21553.1
24985	-0.02	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.929	-0.043	-0.6	-1.6381	-23.16	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.07	0.024	5	90.4342	21553.1
24990	-0.02	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6382	-23.17	-0.02	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.21	0.024	5	90.4343	21553.1
24995	-0.02	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6382	-23.17	-0.03	-0.004	0	1.0181	382.2	0	0.004	0	0.042	11.2	240.27	0.024	5	90.4343	21553.1
25000	-0.02	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6383	-23.17	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.042	11.2	240.26	0.024	5	90.4343	21553.1
25005	-0.01	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6384	-23.17	-0.03	-0.004	0	1.0181	382.2	0.01	0.004	0	0.0421	11.2	240.03	0.024	5	90.4344	21553.1
25010	-0.02	-0.08	0	-52.169	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6384	-23.17	-0.03	-0.004	0	1.018	382.2	0.01	0.004	0	0.0421	11.2	240.32	0.024	5	90.4344	21553.1
25015	-0.02	-0.09	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.043	-0.6	-1.6385	-23.17	-0.03	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.44	0.024	5	90.4344	21553.1
25020	-0.02	-0.08	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6385	-23.17	-0.03	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.32	0.024	5	90.4345	21553.2
25025	-0.02	-0.08	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.043	-0.6	-1.6386	-23.17	-0.03	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.23	0.024	5	90.4345	21553.2
25030	-0.01	-0.08	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.045	-0.6	-1.6387	-23.17	-0.03	-0.004	0	1.018	382.2	0.01	0.004	0	0.0421	11.2	240.35	0.024	5	90.4345	21553.2
25035	-0.02	-0.08	0	-52.17	-19465	12.929	0	0	36.532	513.1	12.928	-0.019	-0.2	-1.6387	-23.17	-0.02	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.38	0.024	5	90.4346	21553.2
25040	-0.01	-0.09	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6388	-23.17	-0.02	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.28	0.024	5	90.4346	21553.2
25045	-0.01	-0.09	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6388	-23.17	-0.02	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.17	0.024	5	90.4346	21553.2
25050	-0.02	-0.08	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.045	-0.6	-1.6389	-23.17	-0.02	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.24	0.024	5	90.4347	21553.2
25055	-0.02	-0.09	0	-52.17	-19465	12.93	0	0	36.532	513.1	12.928	-0.043	-0.6	-1.639	-23.18	-0.02	-0.004	0	1.018	382.2	0.01	0.004	0	0.0421	11.2	240.2	0.024	5	90.4347	21553.2
25060	-0.01	-0.09	0	-52.171	-19465	12.93	0	0	36.532	513.1	12.928	-0.046	-0.6	-1.639	-23.18	-0.02	-0.004	0	1.018	382.2	0.01	0.004	0	0.0421	11.2	240.14	0.024	5	90.4347	21553.2
25065	-0.01	-0.08	0	-52.171	-19465	12.929	0	0	36.532	513.1	12.928	-0.045	-0.6	-1.6391	-23.18	-0.02	-0.004	0	1.018	382.2	0.01	0.004	0	0.0421	11.2	240.14	0.024	5	90.4348	21553.2
25070	-0.02	-0.09	0	-52.171	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6391	-23.18	-0.03	-0.004	0	1.018	382.2	0.01	0.004	0	0.0421	11.2	240.4	0.024	5	90.4348	21553.2
25075	-0.02	-0.08	0	-52.171	-19465	12.929	0	0.1	36.532	513.1	12.928	-0.044	-0.6	-1.6392	-23.18	-0.03	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.29	0.024	5	90.4348	21553.2
25080	-0.02	-0.08	0	-52.171	-19465	12.929	0	0	36.532	513.1	12.928	-0.045	-0.6	-1.6393	-23.18	-0.03	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240	0.024	5	90.4349	21553.2
25085	-0.01	-0.08	0	-52.171	-19465	12.929	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6393	-23.18	-0.02	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.12	0.024	5	90.4349	21553.2
25090	-0.02	-0.08	0	-52.171	-19465	12.929	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6394	-23.18	-0.02	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.16	0.024	5	90.4349	21553.2
25095	-0.01	-0.08	0	-52.171	-19465	12.929	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6394	-23.18	-0.03	-0.004	0	1.018	382.2	0.02	0.004	0	0.0421	11.2	240.23	0.024	5	90.435	21553.3
25100	-0.02	-0.08	0	-52.171	-19465	12.929	0	0	36.532	513.1	12.928	-0.045	-0.6	-1.6395	-23.18	-0.03	-0.004	0	1.018	382.2	0.01	0.004	0	0.0422	11.2	240.1	0.024	5	90.435	21553.3
25105	-0.02	-0.09	0	-52.172	-19465	12.929	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6396	-23.18	-0.03	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.19	0.024	5	90.435	21553.3
25110	-0.02	-0.09	0	-52.172	-19465	12.929	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6396	-23.18	-0.02	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.17	0.024	5	90.4351	21553.3
25115	-0.02	-0.08	0	-52.172	-19465	12.93	0	0	36.532	513.1	12.928	-0.044	-0.6	-1.6397	-23.18	-0.03	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.27	0.024	5	90.4351	21553.3
25120	-0.02	-0.09	0	-52.172	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6397	-23.19	-0.03	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.07	0.024	5	90.4351	21553.3
25125	-0.02	-0.08	0	-52.172	-19465	12.929	0	0	36.532	513.1	12.927	-0.045	-0.6	-1.6398	-23.19	-0.03	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.24	0.024	5	90.4352	21553.3
25130	-0.02	-0.08	0	-52.172	-19465	12.929	0	0.1	36.532	513.1	12.927	-0.043	-0.6	-1.6399	-23.19	-0.02	-0.004	0	1.0179	382.2	0.02	0.004	0	0.0422	11.2	240.2	0.024	5	90.4352	21553.3
25135	-0.02	-0.08	0	-52.172	-19465	12.929	0	0	36.532	513.1	12.928	-0.043	-0.6	-1.6399	-23.19	-0.02	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.12	0.024	5	90.4352	21553.3
25140	-0.02	-0.09	0	-52.172	-19465	12.929	0	0	36.532	513.1	12.927	-0.043	-0.6	-1.64	-23.19	-0.02	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	239.92	0.024	5	90.4353	21553.3
25145	-0.02	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.045	-0.6	-1.64	-23.19	-0.02	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.22	0.024	5	90.4353	21553.3
25150	-0.02	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.045	-0.6	-1.6401	-23.19	-0.02	-0.004	0	1.0179	382.2	0.02	0.004	0	0.0422	11.2	240.2	0.024	5	90.4353	21553.3
25155	-0.01	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6402	-23.19	-0.02	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.14	0.024	5	90.4354	21553.3
25160	-0.02	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6402	-23.19	-0.02	-0.004	0	1.0179	382.2	0.01	0.004	0	0.0422	11.2	240.12	0.024	5	90.4354	21553.3
25165	-0.02	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.043	-0.6	-1.6403	-23.19	-0.02	-0.004	0	1.0179	382.2	0.01	0.003	0	0.0422	11.2	240.28	0.024	5	90.4354	21553.3
25170	-0.01	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6403	-23.19	-0.02	-0.004	0	1.0179	382.2	0.02	0.004	0	0.0422	11.2	240.1	0.024	5	90.4355	21553.4
25175	-0.02	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6404	-23.19	-0.02	-0.004	0	1.0179	382.2	0.02	0.004	0	0.0422	11.2	240.13	0.024	5	90.4355	21553.4
25180	-0.01	-0.08	0	-52.173	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6405	-23.19	-0.02	-0.004	0	1.0179	382.2	0.02	0.004	0	0.0422	11.2	240.24	0.024	5	90.4355	21553.4
25185	-0.02	-0.08	0	-52.173	-19465	12.928	0	0	36.532	513.1	12.927	-0.043	-0.6	-1.6405	-23.2	-0.03	-0.004	0	1.0179	382.2	0.02	0.004	0	0.0422	11.2	240.27	0.024	5	90.4356	21553.4
25190	-0.02	-0.08	0	-52.174	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6406	-23.2	-0.03	-0.004	0	1.0179	382.2	0.02	0.004	0	0.0422	11.2	240.23	0.024	5	90.4356	21553.4
25195	-0.02	-0.08	0	-52.174	-19465	12.929	0	0	36.532	513.1	12.927	-0.03	-0.4	-1.6406	-23.2	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0422	11.2	240.04	0.024	5	90.4356	21553.4
25200	-0.02	-0.08	0	-52.174	-19465	12.929	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6407	-23.2	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.06	0.024	5	90.4357	21553.4
25205	-0.01	-0.08	0	-52.174	-19465	12.929	0	0	36.532	513.1	12.927	-0.046	-0.6	-1.6408	-23.2	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.04	0.024	5	90.4357	21553.4
25210	-0.02	-0.08	0	-52.174	-19465	12.928	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6408	-23.2	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.06	0.024	5	90.4357	21553.4
25215	-0.02	-0.08	0	-52.174	-19465	12.928	0	0.1	36.532	513.1	12.927	-0.044	-0.6	-1.6409	-23.2	-0.03	-0.004	0	1.0178	382.2	0.01	0.004	0	0.0423	11.2	240.06	0.024	5	90.4358	21553.4
25220	-0.01	-0.08	0	-52.174	-19465	12.928	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6409	-23.2	-0.03	-0.004	0	1.0178	382.2	0.01	0.004	0	0.0423	11.2	240.31	0.024	5	90.4358	21553.4
25225	-0.02	-0.08	0	-52.174	-19465	12.928	0	0	36.532	513.1	12.927	-0.045	-0.6	-1.641	-23.2	-0.03	-0.004	0	1.0178	382.2	0.01	0.004	0	0.0423	11.2	240.3	0.024	5	90.4358	21553.4
25230	-0.02	-0.08	0	-52.174	-19465	12.928	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6411	-23.2	-0.02	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.1	0.024	5	90.4359	21553.4
25235	-0.01	-0.08	0	-52.175	-19465	12.928	0	0	36.532	513.1	12.927	-0.045	-0.6	-1.6411	-23.2	-0.03	-0.004	0	1.0178	382.2	0.01	0.004	0	0.0423	11.2	240.06	0.024	5	90.4359	21553.4
25240	-0.02	-0.08	0	-52.175	-19465	12.928	0	0.1	36.532	513.1	12.926	-0.045	-0.6	-1.6412	-23.2	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.24	0.024	5	90.4359	21553.4
25245	-0.01	-0.08	0	-52.175	-19465	12.928	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6412	-23.2	-0.02	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.23	0.024	5	90.436	21553.5
25250	-0.01	-0.08	0	-52.175	-19465	12.928	0	0	36.532	513.1	12.927	-0.044	-0.6	-1.6413	-23.21	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.14	0.024	5	90.436	21553.5
25255	-0.01	-0.08	0	-52.175	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6414	-23.21	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	239.91	0.024	5	90.436	21553.5
25260	-0.01	-0.08	0	-52.175	-19465	12.928	0	0	36.532	513.1	12.926	-0.044	-0.6	-1.6414	-23.21	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.23	0.024	5	90.4361	21553.5
25265	-0.02	-0.08	0	-52.175	-19465	12.928	0	0.1	36.532	513.1	12.926	-0.045	-0.6	-1.6415	-23.21	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.13	0.024	5	90.4361	21553.5
25270	-0.01	-0.08	0	-52.175	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6415	-23.21	-0.03	-0.004	0	1.0178	382.2	0.01	0.004	0	0.0423	11.2	240.01	0.024	5	90.4361	21553.5
25275	-0.02	-0.08	0	-52.175	-19465	12.928	0	0.1	36.532	513.1	12.926	-0.045	-0.6	-1.6416	-23.21	-0.04	-0.004	0	1.0178	382.2	0.01	0.004	0	0.0423	11.2	240.21	0.024	5	90.4362	21553.5
25280	-0.02	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6417	-23.21	-0.03	-0.004	0	1.0178	382.2	0.02	0.004	0	0.0423	11.2	240.33	0.024	5	90.4362	21553.5
25285	-0.01	-0.08	0	-52.176	-19465	12.928	0	0.1	36.532	513.1	12.926	-0.045	-0.6	-1.6417	-23.21	-0.03	-0.004	0	1.0178	382.2	0.01	0.004	0	0.0423	11.2	240.32	0.024	5	90.4362	21553.5
25290	-0.01	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.044	-0.6	-1.6418	-23.21	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0423	11.2	240.12	0.024	5	90.4363	21553.5
25295	-0.02	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6418	-23.21	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.13	0.024	5	90.4363	21553.5
25300	-0.01	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.02	-0.3	-1.6419	-23.21	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.41	0.024	5	90.4363	21553.5
25305	-0.01	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.642	-23.21	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.26	0.024	5	90.4364	21553.5
25310	-0.02	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.046	-0.6	-1.642	-23.21	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.07	0.024	5	90.4364	21553.5
25315	-0.02	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6421	-23.22	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.27	0.024	5	90.4364	21553.5
25320	-0.02	-0.08	0	-52.176	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6421	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.49	0.024	5	90.4365	21553.6
25325	-0.01	-0.08	0	-52.177	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6422	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.13	0.024	5	90.4365	21553.6
25330	-0.02	-0.08	0	-52.177	-19465	12.928	0	0	36.532	513.1	12.926	-0.047	-0.6	-1.6423	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.13	0.024	5	90.4365	21553.6
25335	-0.02	-0.08	0	-52.177	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6423	-23.22	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.28	0.024	5	90.4366	21553.6
25340	-0.02	-0.08	0	-52.177	-19465	12.928	0	0.1	36.532	513.1	12.926	-0.044	-0.6	-1.6424	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.25	0.024	5	90.4366	21553.6
25345	-0.02	-0.08	0	-52.177	-19465	12.928	0	0	36.532	513.1	12.926	-0.044	-0.6	-1.6424	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	239.99	0.024	5	90.4366	21553.6
25350	-0.02	-0.09	0	-52.177	-19465	12.928	0	0	36.532	513.1	12.926	-0.045	-0.6	-1.6425	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.02	0.024	5	90.4367	21553.6
25355	-0.02	-0.08	0	-52.177	-19465	12.927	0	0.1	36.532	513.1	12.926	-0.019	-0.2	-1.6426	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.07	0.024	5	90.4367	21553.6
25360	-0.02	-0.08	0	-52.177	-19465	12.928	0	0.1	36.532	513.1	12.926	-0.044	-0.6	-1.6426	-23.22	-0.02	-0.004	0	1.0177	382.2	0.01	0.004	0	0.0424	11.2	240.06	0.024	5	90.4367	21553.6
25365	-0.02	-0.08	0	-52.177	-19465	12.928	0	0	36.532	513.1	12.926	-0.044	-0.6	-1.6427	-23.22	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240	0.024	5	90.4368	21553.6
25370	-0.02	-0.08	0	-52.178	-19465	12.928	0	0	36.532	513.1	12.926	-0.044	-0.6	-1.6427	-23.22	-0.02	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	239.89	0.024	5	90.4368	21553.6
25375	-0.02	-0.08	0	-52.178	-19465	12.927	0	0	36.532	513.1	12.926	-0.044	-0.6	-1.6428	-23.23	-0.03	-0.004	0	1.0177	382.2	0.02	0.004	0	0.0424	11.2	240.13	0.024	5	90.4368	21553.6
25380	-0.02	-0.08	0	-52.178	-19465	12.927	0	0	36.532	513.1	12.926	-0.042	-0.5	-1.6429	-23.23	-0.03	-0.004	0	1.0176	382.2	0.03	0.004	0	0.0424	11.2	240.2	0.024	5	90.4369	21553.6
25385	-0.02	-0.08	0	-52.178	-19465	12.927	0	0	36.532	513.1	12.926	-0.043	-0.6	-1.6429	-23.23	-0.02	-0.004	0	1.0176	382.2	0.02	0.004	0	0.0424	11.2	239.92	0.024	5	90.4369	21553.6
